word	specificity
defile	0.25
transactional	0.25
zombie	0.25
stripping	0.25
stargazing	0.25
poisoning	0.25
vengeful	0.25
cozy	0.25
rink	0.25
unlogged	0.25
flooding	0.25
dramatization	0.25
straddle	0.25
flusher	0.25
snide	0.25
housetops	0.25
uncomplimentary	0.25
widow	0.25
sandstone	0.25
modulation	0.25
peelings	0.25
babyish	0.25
updraft	0.25
stag	0.25
nativity	0.25
frowning	0.25
sneezer	0.25
foal	0.25
sprig	0.25
thundering	0.25
worshiper	0.25
tormenting	0.25
prepayment	0.25
orchestrate	0.25
scraped	0.25
thermos	0.25
woodcutter	0.25
woodshed	0.25
cancer	0.25
muscularity	0.25
lynx	0.25
dreamboat	0.25
chew	0.25
woolly	0.25
metabolite	0.25
chafe	0.25
neuroscience	0.25
craggy	0.25
underprepared	0.25
harasser	0.25
glittery	0.25
bagel	0.25
pitying	0.25
abortive	0.25
spiraled	0.25
weasel	0.25
mistrust	0.25
glucose	0.25
pin	0.25
memo	0.25
creamy	0.25
clover	0.25
reefer	0.25
midtown	0.25
exhaustive	0.25
whinny	0.25
fragmented	0.25
cryptic	0.25
guzzle	0.25
meditate	0.25
shrank	0.25
flowerless	0.25
nitwit	0.25
wooden	0.25
draftee	0.25
neurobiology	0.25
ripen	0.25
anguished	0.25
parrot	0.25
tiled	0.25
mothered	0.25
robber	0.25
snatch	0.25
machetes	0.25
reflux	0.25
waterhole	0.25
nonfunctional	0.25
bellyful	0.25
stank	0.25
impious	0.25
congeal	0.25
unionize	0.25
chromium	0.25
aristocratic	0.25
hinge	0.25
legalese	0.25
peed	0.25
spoon	0.25
teashop	0.25
surmountable	0.25
melon	0.25
undulating	0.25
bobble	0.25
carpeting	0.25
powwow	0.25
blockade	0.25
unpaved	0.25
barf	0.25
pitching	0.25
goblin	0.25
panther	0.25
jig	0.25
flutter	0.25
erecting	0.25
alkalize	0.25
macabre	0.25
centaur	0.25
percolate	0.25
endorsed	0.25
infusion	0.25
cozier	0.25
poetess	0.25
unearth	0.25
flatware	0.25
lieutenant	0.25
stoneware	0.25
streetlight	0.25
meatless	0.25
uncontaminated	0.25
joyride	0.25
carded	0.25
overtax	0.25
shorts	0.25
tattler	0.25
bolero	0.25
hayloft	0.25
rotator	0.25
hare	0.25
divisible	0.25
tapestry	0.25
jurist	0.25
pacifier	0.25
monogram	0.25
decompress	0.25
lazybones	0.25
befriend	0.25
withering	0.25
workhouse	0.25
hummus	0.25
stitch	0.25
rename	0.25
kickoff	0.25
preacher	0.25
parched	0.25
typewrite	0.25
documentary	0.25
anklet	0.25
footpath	0.25
untraced	0.25
underlining	0.25
italic	0.25
nemesis	0.25
eyebrow	0.25
rafting	0.25
buttress	0.25
interviewee	0.25
vacate	0.25
ledger	0.25
cartilage	0.25
humorist	0.25
compacter	0.25
defrauder	0.25
shaven	0.25
kerchief	0.25
bailiff	0.25
bookmark	0.25
pony	0.25
bastardize	0.25
witchcraft	0.25
inebriation	0.25
arrow	0.25
decryption	0.25
engorgement	0.25
breadwinner	0.25
prospector	0.25
spoiled	0.25
pseudonym	0.25
bondsman	0.25
residential	0.25
roasting	0.25
chaperone	0.25
gunning	0.25
grumbler	0.25
archaeology	0.25
whorish	0.25
tabletop	0.25
kissing	0.25
bodice	0.25
giggle	0.25
whipped	0.25
outdraw	0.25
classmate	0.25
snagged	0.25
hologram	0.25
hoisting	0.25
forecasting	0.25
teahouse	0.25
clique	0.25
starry	0.25
monetize	0.25
bottomed	0.25
sneer	0.25
poacher	0.25
snatcher	0.25
bistro	0.25
ergonomic	0.25
bequeath	0.25
parasitic	0.25
teal	0.25
meridian	0.25
whaler	0.25
unspotted	0.25
hoggish	0.25
toll	0.25
infallible	0.25
bloating	0.25
sacrilege	0.25
appalled	0.25
showoff	0.25
rancher	0.25
catty	0.25
cryptography	0.25
notch	0.25
condemned	0.25
possessiveness	0.25
catlike	0.25
alight	0.25
infected	0.25
hotdog	0.25
sputtering	0.25
preside	0.25
leaner	0.25
knelt	0.25
fax	0.25
exhilarated	0.25
reintroduce	0.25
cockroach	0.25
rump	0.25
penitentiary	0.25
summit	0.25
queen	0.25
buxom	0.25
waterline	0.25
inbox	0.25
dampen	0.25
infectious	0.25
downcast	0.25
tortoiseshell	0.25
nobleman	0.25
chanting	0.25
speechmaker	0.25
palpation	0.25
clunk	0.25
misinterpretation	0.25
bittersweet	0.25
saggy	0.25
checkroom	0.25
snatching	0.25
paraplegia	0.25
goddess	0.25
squaw	0.25
boner	0.25
retying	0.25
snicker	0.25
toehold	0.25
patsy	0.25
astronaut	0.25
extermination	0.25
cranked	0.25
jot	0.25
sandwich	0.25
maize	0.25
septic	0.25
paperback	0.25
burp	0.25
buzzing	0.25
repeater	0.25
metabolize	0.25
stakeout	0.25
nuthouse	0.25
harem	0.25
turbo	0.25
slanderous	0.25
banding	0.25
slapstick	0.25
pubescence	0.25
axe	0.25
remix	0.25
hijack	0.25
sunglasses	0.25
hideaway	0.25
misplace	0.25
peroxide	0.25
prescription	0.25
loveseat	0.25
mathematical	0.25
curt	0.25
mindblower	0.25
speeder	0.25
guesstimate	0.25
monsieur	0.25
deadening	0.25
rebuff	0.25
transverse	0.25
covert	0.25
stomp	0.25
muslin	0.25
incontinence	0.25
doorknob	0.25
mutant	0.25
bodyguard	0.25
stoplight	0.25
trounce	0.25
ganja	0.25
camisole	0.25
whirling	0.25
bookish	0.25
detract	0.25
combustible	0.25
engrained	0.25
attic	0.25
wearied	0.25
suitcase	0.25
sting	0.25
manure	0.25
moonscape	0.25
thigh	0.25
sunburst	0.25
skyrocket	0.25
lunchbox	0.25
jog	0.25
spellbinder	0.25
homeless	0.25
resubmit	0.25
gypsy	0.25
smelt	0.25
encamp	0.25
floundering	0.25
topical	0.25
undiluted	0.25
incubation	0.25
washbasin	0.25
kneeling	0.25
frown	0.25
lifesaving	0.25
transcribe	0.25
unpremeditated	0.25
scrapbook	0.25
anemia	0.25
parochial	0.25
gyro	0.25
crescendo	0.25
exclamatory	0.25
marginalize	0.25
flaming	0.25
prawn	0.25
shepherd	0.25
hydrate	0.25
telephone	0.25
noodles	0.25
cutting	0.25
overzealous	0.25
excretion	0.25
unheated	0.25
frightened	0.25
cadet	0.25
couch	0.25
grovel	0.25
squealing	0.25
penthouse	0.25
fibrous	0.25
firstborn	0.25
birthday	0.25
shatter	0.25
tapering	0.25
decayed	0.25
unchain	0.25
shipmate	0.25
camerawork	0.25
dissolute	0.25
angular	0.25
forgetfulness	0.25
headman	0.25
skirmishing	0.25
emissary	0.25
autism	0.25
plotted	0.25
amphibious	0.25
jabbing	0.25
spendthrift	0.25
punter	0.25
softener	0.25
deafness	0.25
formula	0.25
oversensitive	0.25
mothball	0.25
sliced	0.25
housemaster	0.25
cruncher	0.25
grandma	0.25
petticoat	0.25
whisker	0.25
flounder	0.25
transmigration	0.25
playground	0.25
fraternization	0.25
decode	0.25
discombobulate	0.25
horny	0.25
sherry	0.25
ordination	0.25
decimate	0.25
brimstone	0.25
fedora	0.25
carve	0.25
cite	0.25
sunspot	0.25
maniac	0.25
handshake	0.25
codfish	0.25
insulation	0.25
retelling	0.25
saucer	0.25
constable	0.25
shirtfront	0.25
spindly	0.25
recursive	0.25
whopper	0.25
trench	0.25
computerized	0.25
shave	0.25
ratchet	0.25
lakeshore	0.25
tearoom	0.25
dinky	0.25
alien	0.25
communistic	0.25
sorbet	0.25
candlelight	0.25
rook	0.25
zips	0.25
scrapping	0.25
leeches	0.25
monsoon	0.25
brunch	0.25
mortgage	0.25
nimrod	0.25
censor	0.25
tidewater	0.25
womanize	0.25
drummer	0.25
untie	0.25
nappy	0.25
unpreparedness	0.25
intimidate	0.25
golfing	0.25
transfiguration	0.25
footwork	0.25
applecart	0.25
lick	0.25
nonfunctioning	0.25
mane	0.25
commando	0.25
unmistakable	0.25
detailed	0.25
choosy	0.25
reversible	0.25
warmonger	0.25
placate	0.25
crocodile	0.25
paralysis	0.25
cowskin	0.25
sublevel	0.25
unarmed	0.25
downbeat	0.25
windscreen	0.25
unrecognizable	0.25
tenderfoot	0.25
weeps	0.25
growler	0.25
loveless	0.25
granular	0.25
unachievable	0.25
defendant	0.25
spawning	0.25
unexcused	0.25
valance	0.25
eaves	0.25
tacking	0.25
badlands	0.25
mistranslation	0.25
lightheadedness	0.25
squirt	0.25
psychotic	0.25
firefly	0.25
wasteland	0.25
asymmetrical	0.25
gulp	0.25
dissembler	0.25
showboating	0.25
zebra	0.25
backboard	0.25
pineapple	0.25
hyphenate	0.25
pope	0.25
jackpot	0.25
dashed	0.25
stinging	0.25
decoder	0.25
tracing	0.25
polytheism	0.25
armchair	0.25
honker	0.25
unconvinced	0.25
fertilizer	0.25
undergarment	0.25
coyote	0.25
buoy	0.25
regimented	0.25
droopy	0.25
entrap	0.25
chipped	0.25
woodshop	0.25
rubbers	0.25
prescribe	0.25
stickers	0.25
dishrag	0.25
omelet	0.25
oxidation	0.25
castle	0.25
tortoise	0.25
goggle	0.25
erotic	0.25
apothecary	0.25
onstage	0.25
rattlesnake	0.25
ottoman	0.25
sticker	0.25
dissociate	0.25
handbag	0.25
referendum	0.25
nonporous	0.25
pessimistic	0.25
porous	0.25
hatless	0.25
radish	0.25
cryptology	0.25
unsinkable	0.25
treetop	0.25
swoop	0.25
unsolvable	0.25
thumbnail	0.25
starlit	0.25
conjugal	0.25
esophagi	0.25
yanking	0.25
deadlock	0.25
outthink	0.25
conductivity	0.25
assailant	0.25
kilt	0.25
shortcut	0.25
printer	0.25
outrace	0.25
blazer	0.25
scarf	0.25
panicked	0.25
misconception	0.25
propellant	0.25
rejuvenate	0.25
luminescence	0.25
positional	0.25
router	0.25
freakish	0.25
refracted	0.25
furnished	0.25
heterosexuality	0.25
cresting	0.25
tapered	0.25
boldfaced	0.25
sacked	0.25
recitation	0.25
carpool	0.25
pennant	0.25
fudge	0.25
crossbreed	0.25
imprison	0.25
sickle	0.25
hydrant	0.25
adoptive	0.25
torrential	0.25
mummy	0.25
illegitimacy	0.25
tomcat	0.25
foreknowledge	0.25
crooning	0.25
impetuous	0.25
tit	0.25
inhalation	0.25
repower	0.25
planetarium	0.25
ancestral	0.25
counterweight	0.25
daybed	0.25
licker	0.25
partisan	0.25
streetcar	0.25
lentil	0.25
disoriented	0.25
snooze	0.25
jarhead	0.25
unbreakable	0.25
astrologer	0.25
shootout	0.25
wrecking	0.25
hometown	0.25
dissolving	0.25
shaved	0.25
swoony	0.25
graft	0.25
mongrel	0.25
incremental	0.25
balsawood	0.25
animator	0.25
ramrod	0.25
grope	0.25
decaying	0.25
skipping	0.25
skewer	0.25
falsify	0.25
evolutionist	0.25
inhumane	0.25
sauna	0.25
cottonwood	0.25
reemphasize	0.25
escrow	0.25
downswing	0.25
combative	0.25
pacer	0.25
switchboard	0.25
trundling	0.25
treaty	0.25
backwash	0.25
statutory	0.25
westerner	0.25
bake	0.25
antiseptics	0.25
chomp	0.25
ignoramus	0.25
duck	0.25
makeshift	0.25
trampoline	0.25
outdoorsman	0.25
lamplight	0.25
floorboard	0.25
twinkly	0.25
duel	0.25
fussy	0.25
barefaced	0.25
flaunt	0.25
bandstand	0.25
newscast	0.25
dockside	0.25
refrigerate	0.25
piped	0.25
cerebral	0.25
polar	0.25
concierge	0.25
wolfish	0.25
floury	0.25
yelling	0.25
exclusionary	0.25
manatee	0.25
shantytown	0.25
currant	0.25
waiter	0.25
epiphany	0.25
colonel	0.25
tick	0.25
midnight	0.25
feces	0.25
sealed	0.25
steersman	0.25
executor	0.25
hypocritical	0.25
trowel	0.25
almanac	0.25
spandex	0.25
heathenism	0.25
steaming	0.25
worsening	0.25
warehoused	0.25
tiered	0.25
ailing	0.25
quackery	0.25
birdbrain	0.25
surrealism	0.25
powderpuff	0.25
inhibitor	0.25
midsummer	0.25
petted	0.25
rehearsal	0.25
swelter	0.25
undeserved	0.25
tricolor	0.25
seagull	0.25
unthawed	0.25
softhearted	0.25
drapery	0.25
crosswalk	0.25
uncrowned	0.25
disrobe	0.25
apostle	0.25
flirt	0.25
adoption	0.25
moonshine	0.25
lacquer	0.25
quench	0.25
mandarin	0.25
ticker	0.25
egotistical	0.25
clubwoman	0.25
tangling	0.25
embattled	0.25
extort	0.25
evildoer	0.25
gardening	0.25
racial	0.25
freezer	0.25
fruiter	0.25
undershirt	0.25
unpreserved	0.25
congratulatory	0.25
proprietress	0.25
doorpost	0.25
rebate	0.25
reinstitute	0.25
badminton	0.25
serotonin	0.25
doormat	0.25
soldier	0.25
chestnut	0.25
brandy	0.25
capes	0.25
hankie	0.25
buckle	0.25
eyepiece	0.25
babied	0.25
weaponless	0.25
commandment	0.25
overcompensation	0.25
aloe	0.25
enraptured	0.25
mocha	0.25
dent	0.25
clubbed	0.25
reintegration	0.25
herculean	0.25
bedded	0.25
priming	0.25
drowsy	0.25
starfish	0.25
baking	0.25
analgesic	0.25
dinette	0.25
scribble	0.25
fumble	0.25
conman	0.25
tipoff	0.25
communicable	0.25
ducking	0.25
seaboard	0.25
cowboy	0.25
schoolbag	0.25
inaudible	0.25
unsmiling	0.25
elm	0.25
economist	0.25
monologue	0.25
nightie	0.25
submersion	0.25
jailbait	0.25
redeemable	0.25
northerly	0.25
kiss	0.25
knitter	0.25
jaundice	0.25
engrossed	0.25
consulate	0.25
smeared	0.25
blabbermouth	0.25
rerecord	0.25
chewy	0.25
dialer	0.25
derail	0.25
corrosive	0.25
smokestack	0.25
nook	0.25
potshot	0.25
gander	0.25
mitt	0.25
reread	0.25
bayberry	0.25
ominous	0.25
posy	0.25
dig	0.25
workhorse	0.25
lawman	0.25
cannabis	0.25
housewifery	0.25
fawn	0.25
gloater	0.25
exodus	0.25
capping	0.25
designated	0.25
ferret	0.25
pandemic	0.25
misrepresent	0.25
phosphate	0.25
spit	0.25
upstroke	0.25
tumor	0.25
bronco	0.25
plague	0.25
gin	0.25
trailer	0.25
informer	0.25
footrace	0.25
spider	0.25
grinding	0.25
skidding	0.25
celestial	0.25
tinkerer	0.25
alehouse	0.25
choking	0.25
melodic	0.25
mystification	0.25
fortification	0.25
southwesterly	0.25
sunless	0.25
irrigate	0.25
overeat	0.25
herding	0.25
matriarchal	0.25
insured	0.25
clerkship	0.25
sadism	0.25
unfaithful	0.25
countess	0.25
borrower	0.25
unannounced	0.25
bragging	0.25
herring	0.25
birdie	0.25
stubbly	0.25
quilter	0.25
reconfiguration	0.25
hardheaded	0.25
carouse	0.25
spinout	0.25
chanter	0.25
thermodynamics	0.25
benching	0.25
workbook	0.25
unicorn	0.25
pester	0.25
showstopper	0.25
choppy	0.25
ticking	0.25
foxhole	0.25
inharmonious	0.25
trump	0.25
fireworks	0.25
priest	0.25
soles	0.25
pamphlet	0.25
premiere	0.25
bookmaker	0.25
invalidate	0.25
suntan	0.25
commiserate	0.25
digging	0.25
downdraft	0.25
vibrator	0.25
helpline	0.25
cranberry	0.25
mashing	0.25
unfaithfulness	0.25
grading	0.25
overprotect	0.25
martyrdom	0.25
sandbag	0.25
dragon	0.25
councilor	0.25
metaphysician	0.25
snoop	0.25
bootstrap	0.25
hamster	0.25
brook	0.25
neurotic	0.25
whacker	0.25
foretell	0.25
faceless	0.25
shouldered	0.25
acclimatize	0.25
striker	0.25
obsess	0.25
belting	0.25
malignancy	0.25
beaming	0.25
furnace	0.25
horrified	0.25
noncombat	0.25
necked	0.25
hypnotism	0.25
unpalatable	0.25
mugger	0.25
whiskers	0.25
shelving	0.25
oxbow	0.25
tolling	0.25
atrium	0.25
disfigure	0.25
cockeyed	0.25
sunglass	0.25
prehistoric	0.25
skirting	0.25
compensator	0.25
multivolume	0.25
garnets	0.25
impressionistic	0.25
mailbox	0.25
scurry	0.25
tarnish	0.25
oxide	0.25
stewpot	0.25
prosecutor	0.25
fry	0.25
flaxseed	0.25
gardener	0.25
diehard	0.25
reformulate	0.25
hairstylist	0.25
fulcrum	0.25
clang	0.25
fungal	0.25
plateful	0.25
multivitamin	0.25
anemone	0.25
salty	0.25
skimpy	0.25
tearful	0.25
marsupial	0.25
convict	0.25
forged	0.25
bleat	0.25
pie	0.25
enquirer	0.25
scat	0.25
carafe	0.25
overeager	0.25
consumptive	0.25
stemmed	0.25
bison	0.25
modular	0.25
misogynist	0.25
surmounted	0.25
knucklehead	0.25
anchored	0.25
electrode	0.25
sinker	0.25
stair	0.25
mudslinging	0.25
precipitated	0.25
stickup	0.25
housewife	0.25
cabdriver	0.25
prejudiced	0.25
hanger	0.25
sprint	0.25
runny	0.25
sockless	0.25
designer	0.25
shirtless	0.25
peddler	0.25
lukewarm	0.25
console	0.25
flexed	0.25
reddish	0.25
gangway	0.25
unfurnished	0.25
pocketbook	0.25
retardant	0.25
hives	0.25
noncombatant	0.25
engineer	0.25
yawn	0.25
monastery	0.25
raincoat	0.25
quartet	0.25
genocide	0.25
lunged	0.25
pistol	0.25
lantern	0.25
stumper	0.25
molding	0.25
mantra	0.25
lovesickness	0.25
flagstaff	0.25
inpatient	0.25
debunk	0.25
tantalize	0.25
possum	0.25
heifer	0.25
shunt	0.25
miniscule	0.25
overrepresentation	0.25
uncurl	0.25
crouching	0.25
dogwood	0.25
whack	0.25
disgusted	0.25
incubate	0.25
nuptials	0.25
mutilate	0.25
counteragent	0.25
edition	0.25
nail	0.25
methanol	0.25
flamed	0.25
chapter	0.25
cylindrical	0.25
cymbals	0.25
exploitative	0.25
slaving	0.25
litigation	0.25
repack	0.25
trigonometry	0.25
satellite	0.25
debilitating	0.25
highbrow	0.25
bedside	0.25
nightmarish	0.25
erasable	0.25
cabled	0.25
disciplinarian	0.25
knocking	0.25
bacon	0.25
lesbian	0.25
nightcaps	0.25
boney	0.25
ethanol	0.25
mirage	0.25
druggy	0.25
geologic	0.25
creepers	0.25
callus	0.25
evacuation	0.25
slipper	0.25
billed	0.25
constitutionality	0.25
hurling	0.25
televise	0.25
jaguar	0.25
mishear	0.25
tanked	0.25
badge	0.25
unhand	0.25
lowlander	0.25
mutilator	0.25
spindle	0.25
skeletal	0.25
stowing	0.25
haywire	0.25
pagoda	0.25
soaked	0.25
chauvinistic	0.25
architect	0.25
cubic	0.25
stiffening	0.25
honeymoon	0.25
underpaid	0.25
cauldron	0.25
reawakening	0.25
fingered	0.25
poster	0.25
compressed	0.25
nonfatal	0.25
cubicle	0.25
bottleneck	0.25
citadel	0.25
beanstalk	0.25
criminalize	0.25
longship	0.25
ferryman	0.25
submergence	0.25
spearing	0.25
electrochemistry	0.25
expressway	0.25
thunderstorm	0.25
mint	0.25
sunroof	0.25
pueblo	0.25
undressed	0.25
sentimentalize	0.25
insomnia	0.25
combatant	0.25
torrid	0.25
cuddle	0.25
duffel	0.25
interventionist	0.25
mini	0.25
metamorphoses	0.25
platoon	0.25
igniter	0.25
exasperated	0.25
rehydration	0.25
nosey	0.25
longboat	0.25
clearinghouse	0.25
striped	0.25
battered	0.25
brawler	0.25
exaggerator	0.25
professor	0.25
sicker	0.25
slopped	0.25
kosher	0.25
pinned	0.25
voicemail	0.25
daydream	0.25
adjuster	0.25
sectional	0.25
crying	0.25
congested	0.25
sedan	0.25
brotherly	0.25
craps	0.25
backache	0.25
skimp	0.25
axle	0.25
consummation	0.25
bicycle	0.25
booklet	0.25
sergeant	0.25
springboard	0.25
butane	0.25
waterwheel	0.25
maidenhood	0.25
hangover	0.25
pointed	0.25
anime	0.25
bunchy	0.25
transformational	0.25
scrape	0.25
razzle	0.25
curing	0.25
grater	0.25
biotechnology	0.25
tamer	0.25
sword	0.25
starving	0.25
snuggle	0.25
falsetto	0.25
heron	0.25
bowel	0.25
goatskin	0.25
outtake	0.25
elongation	0.25
sawed	0.25
abrasion	0.25
decomposed	0.25
tuneless	0.25
aural	0.25
burlesque	0.25
stagnant	0.25
officiate	0.25
factoid	0.25
constrictive	0.25
letterbox	0.25
rainwater	0.25
exacerbate	0.25
incorporeal	0.25
hooked	0.25
lithium	0.25
weightlessness	0.25
plush	0.25
polyethylene	0.25
wrestler	0.25
pregnancy	0.25
bigamy	0.25
delude	0.25
porthole	0.25
counteracting	0.25
washing	0.25
cardholder	0.25
troublemaking	0.25
ordain	0.25
dinnerware	0.25
undulated	0.25
poplar	0.25
scoreless	0.25
voluptuous	0.25
colonial	0.25
hotline	0.25
folded	0.25
combust	0.25
slashed	0.25
unwrapped	0.25
dojo	0.25
bridled	0.25
eviction	0.25
wedged	0.25
lanced	0.25
suburbia	0.25
crowned	0.25
nonpaying	0.25
wallet	0.25
hairline	0.25
fidget	0.25
narcissism	0.25
suppresser	0.25
overstuff	0.25
clunker	0.25
encode	0.25
daybook	0.25
minuscule	0.25
postmortem	0.25
hussy	0.25
footprint	0.25
smutty	0.25
jihad	0.25
redskin	0.25
dew	0.25
gasoline	0.25
squiggle	0.25
stinking	0.25
polyester	0.25
bladder	0.25
mountainous	0.25
zigzagged	0.25
unseated	0.25
gridlock	0.25
victimize	0.25
cloning	0.25
sketcher	0.25
smite	0.25
confessor	0.25
upturned	0.25
seated	0.25
dung	0.25
towering	0.25
smock	0.25
unmarketable	0.25
adolescent	0.25
buffing	0.25
napping	0.25
nosing	0.25
campy	0.25
deuce	0.25
granite	0.25
endorphin	0.25
cheating	0.25
doctor	0.25
mottled	0.25
blondness	0.25
projector	0.25
playoffs	0.25
legalistic	0.25
maim	0.25
hobbyhorse	0.25
annexation	0.25
masquerader	0.25
necktie	0.25
alabaster	0.25
distraught	0.25
adamant	0.25
supplication	0.25
porcupine	0.25
granddaddy	0.25
regenerative	0.25
puffed	0.25
croquet	0.25
sprung	0.25
motherfucking	0.25
thorax	0.25
streaming	0.25
grandmother	0.25
undiagnosed	0.25
quartering	0.25
democratize	0.25
procession	0.25
deprecate	0.25
absolution	0.25
spokesperson	0.25
ashen	0.25
tucking	0.25
posterior	0.25
impish	0.25
raccoon	0.25
lair	0.25
crab	0.25
farmland	0.25
evict	0.25
technician	0.25
snorkel	0.25
massacre	0.25
rowed	0.25
spoof	0.25
chocolate	0.25
knockout	0.25
sealskin	0.25
steeple	0.25
invoice	0.25
chained	0.25
standoff	0.25
pilgrimage	0.25
soot	0.25
knapsack	0.25
antique	0.25
mossy	0.25
bourbon	0.25
spaceman	0.25
cleave	0.25
splitting	0.25
nautical	0.25
oilskin	0.25
mutter	0.25
scotch	0.25
subsiding	0.25
linoleum	0.25
plugging	0.25
courtship	0.25
rebuttal	0.25
terrarium	0.25
puncture	0.25
gentlemanlike	0.25
burying	0.25
contusion	0.25
unequaled	0.25
impound	0.25
mansions	0.25
brazier	0.25
bushed	0.25
ransack	0.25
chair	0.25
centralize	0.25
crowbar	0.25
slapper	0.25
fevered	0.25
embed	0.25
sweatshop	0.25
bunkhouse	0.25
zoologist	0.25
nonnegotiable	0.25
thrush	0.25
waxed	0.25
invisibility	0.25
novelistic	0.25
playroom	0.25
unborn	0.25
fatheaded	0.25
briar	0.25
snapper	0.25
crowing	0.25
whiteout	0.25
newshound	0.25
virtuoso	0.25
beluga	0.25
chatty	0.25
amnesty	0.25
magma	0.25
bible	0.25
bonbon	0.25
penning	0.25
annotate	0.25
pined	0.25
wetted	0.25
atone	0.25
freighter	0.25
canner	0.25
bullheaded	0.25
transcriber	0.25
betrayer	0.25
utopianism	0.25
bucked	0.25
prequel	0.25
screwball	0.25
troll	0.25
shielded	0.25
forgetful	0.25
prostrate	0.25
multicolored	0.25
unmask	0.25
bended	0.25
invincibility	0.25
ashcan	0.25
lamb	0.25
rob	0.25
sweepstake	0.25
encyclopedia	0.25
thrashing	0.25
cramp	0.25
bookshelf	0.25
reinvest	0.25
gashes	0.25
bakery	0.25
hump	0.25
ravenous	0.25
gleaning	0.25
assuredness	0.25
mathematician	0.25
bimbo	0.25
marbles	0.25
clot	0.25
windowsill	0.25
unfreeze	0.25
seedy	0.25
songwriting	0.25
straddling	0.25
gimp	0.25
tux	0.25
nudism	0.25
aphrodisiac	0.25
liftoff	0.25
blacker	0.25
castaway	0.25
romancer	0.25
restitution	0.25
crispy	0.25
jitter	0.25
kink	0.25
funneled	0.25
smirk	0.25
sharper	0.25
sarcophagus	0.25
repossession	0.25
transistor	0.25
modulator	0.25
westbound	0.25
sporadic	0.25
suave	0.25
estrange	0.25
knuckle	0.25
forewarning	0.25
snot	0.25
broach	0.25
immune	0.25
confectionery	0.25
escalator	0.25
nearsighted	0.25
copycat	0.25
abstinent	0.25
bookshop	0.25
plaintive	0.25
sanding	0.25
landfill	0.25
biting	0.25
hallucination	0.25
treadmill	0.25
penniless	0.25
homestead	0.25
psychobabble	0.25
synchronizer	0.25
citywide	0.25
digitalize	0.25
indisposed	0.25
fawning	0.25
impressionism	0.25
arson	0.25
parliamentary	0.25
remission	0.25
penny	0.25
schoolyard	0.25
implosion	0.25
unintelligible	0.25
regiment	0.25
omniscient	0.25
arched	0.25
grudging	0.25
nonskid	0.25
bushman	0.25
bruise	0.25
coincidental	0.25
counterpoint	0.25
sleuth	0.25
dab	0.25
condensates	0.25
vertebra	0.25
clocked	0.25
disinfectant	0.25
precipitous	0.25
webcast	0.25
uproot	0.25
pilfering	0.25
decelerate	0.25
midterm	0.25
postman	0.25
cobalt	0.25
spicy	0.25
sendoff	0.25
angelic	0.25
choppers	0.25
digestible	0.25
dogmatic	0.25
diagonal	0.25
squirrel	0.25
endearing	0.25
ravens	0.25
unseal	0.25
nickel	0.25
puzzler	0.25
impoverished	0.25
extracurricular	0.25
damsel	0.25
dowel	0.25
internment	0.25
shudder	0.25
mailbag	0.25
wagonload	0.25
chopper	0.25
indemnify	0.25
graduating	0.25
flirtation	0.25
tricking	0.25
trendsetting	0.25
abhor	0.25
calorie	0.25
tied	0.25
sunflower	0.25
panning	0.25
unroll	0.25
lightning	0.25
blacktop	0.25
parentheses	0.25
mink	0.25
filament	0.25
finalist	0.25
biohazard	0.25
marijuana	0.25
recasting	0.25
seal	0.25
footsteps	0.25
witch	0.25
plotting	0.25
heartfelt	0.25
weep	0.25
landlady	0.25
wager	0.25
cyclone	0.25
subscriber	0.25
vendetta	0.25
rumba	0.25
liquidate	0.25
mutt	0.25
gaggle	0.25
shrewish	0.25
hailstone	0.25
reconstitute	0.25
irradiation	0.25
indivisible	0.25
backslide	0.25
carpet	0.25
dangling	0.25
sideboard	0.25
slain	0.25
asteroid	0.25
contaminative	0.25
yak	0.25
celibacy	0.25
reweigh	0.25
contortion	0.25
furthermost	0.25
dislodge	0.25
vestibule	0.25
floodwater	0.25
exhibitionist	0.25
blackout	0.25
marine	0.25
armpit	0.25
overshadow	0.25
teasing	0.25
forge	0.25
swordplay	0.25
griddle	0.25
breakneck	0.25
nettle	0.25
scorcher	0.25
blinding	0.25
whiny	0.25
spellbinding	0.25
mango	0.25
relapse	0.25
undercoating	0.25
armoire	0.25
mosaic	0.25
scoured	0.25
alpaca	0.25
fielded	0.25
slouching	0.25
papaya	0.25
reclusive	0.25
unwatchable	0.25
mourn	0.25
transponder	0.25
repairable	0.25
ballet	0.25
aggravated	0.25
idiomatic	0.25
hushing	0.25
moonrise	0.25
clueless	0.25
reverent	0.25
quivered	0.25
lackey	0.25
plummet	0.25
ax	0.25
abbreviated	0.25
correspondent	0.25
heavyweight	0.25
overcoat	0.25
ligature	0.25
infatuation	0.25
timbered	0.25
slummy	0.25
virgin	0.25
squaring	0.25
monopolist	0.25
sweatshirt	0.25
garnish	0.25
commander	0.25
unfroze	0.25
decrypt	0.25
misread	0.25
veganism	0.25
scavenge	0.25
wilt	0.25
cornmeal	0.25
pyrotechnics	0.25
hourglass	0.25
bullet	0.25
fireplace	0.25
hayfield	0.25
lipless	0.25
switchover	0.25
extortion	0.25
spokeswoman	0.25
grappler	0.25
persecutor	0.25
juniper	0.25
connoisseur	0.25
gig	0.25
shelled	0.25
desensitization	0.25
boasting	0.25
sheik	0.25
offshore	0.25
